target,feature,common_n,common_rho,multiseed_n,multiseed_rho,same_nonzero_direction
baseline_takeover_02,content_lsd_orientation_entropy,23,0.39658809561468333,9,0.21259760138109354,1
baseline_takeover_02,content_lsd_orientation_max_share,23,-0.41055246517858063,9,-0.10629880069054677,1
baseline_takeover_02,reference_canny_density,23,-0.2308086756892177,9,0.08703882797784891,0
baseline_takeover_02,reference_minus_content_canny_density,23,-0.44181481535808226,9,-0.42163702135578385,1
baseline_takeover_02,reference_div_content_canny_density,23,-0.46715923112280944,9,-0.3689323936863109,1
baseline_takeover_02,reference_lsd_line_density,23,-0.13751044780880994,9,-0.26111648393354675,1
baseline_takeover_02,reference_minus_content_lsd_line_density,23,0.02328946313515472,9,0.10540925533894596,1
baseline_takeover_02,reference_div_content_lsd_line_density,23,0.09589778938004886,9,0.05270462766947298,1
baseline_takeover_02,reference_lsd_length_mean,23,0.1402954695365833,9,-0.08703882797784891,0
baseline_takeover_02,reference_minus_content_lsd_length_mean,23,0.3123527996950163,9,0.0,0
baseline_takeover_02,reference_div_content_lsd_length_mean,23,0.2945432102387215,9,-0.05270462766947298,0
baseline_takeover_02,reference_lsd_length_p90,23,0.1402954695365833,9,-0.08703882797784891,0
baseline_takeover_02,reference_minus_content_lsd_length_p90,23,0.3082428944358714,9,0.0,0
baseline_takeover_02,reference_div_content_lsd_length_p90,23,0.3061879418062989,9,0.0,0
baseline_takeover_02,reference_lsd_orientation_entropy,23,0.2941679199960618,9,-0.08703882797784891,0
baseline_takeover_02,reference_minus_content_lsd_orientation_entropy,23,-0.2739936839429968,9,-0.3689323936863109,1
baseline_takeover_02,reference_div_content_lsd_orientation_entropy,23,-0.2739936839429968,9,-0.3689323936863109,1
baseline_takeover_02,reference_lsd_orientation_max_share,23,-0.4445590932958235,9,-0.26111648393354675,1
baseline_takeover_02,reference_minus_content_lsd_orientation_max_share,23,0.21303008926567996,9,0.10540925533894596,1
baseline_takeover_02,reference_div_content_lsd_orientation_max_share,23,0.12261217356449104,9,0.10540925533894596,1
baseline_takeover_02,lab_mean_distance,23,-0.2431693944994096,9,-0.5270462766947299,1
baseline_takeover_02,lab_std_distance,23,-0.3308473733611686,9,-0.21081851067789192,1
baseline_takeover_02,contrast_abs_difference,23,-0.15480643142779316,9,0.10540925533894596,0
baseline_takeover_02,log_laplacian_variance_ratio,23,-0.19111059455024024,9,-0.21081851067789192,1
baseline_takeover_02,high_frequency_abs_difference,23,0.04657892627030944,9,0.10540925533894596,1
baseline_takeover_02,color_histogram_distance,23,0.1500115419587907,9,-0.05270462766947298,0
baseline_takeover_02,orientation_distribution_js,23,-0.39181096803848536,9,-0.21081851067789192,1
baseline_takeover_02,rgb_patch_nearest_cosine_mean,23,0.37674131542162054,9,0.3689323936863109,1
baseline_takeover_02,rgb_patch_nearest_cosine_p10,23,0.37468636279204803,9,0.26352313834736496,1
baseline_takeover_02,rgb_patch_mutual_nearest_fraction,23,0.14564906035252875,9,0.0,0
baseline_takeover_02,clip_global_cosine,23,0.3096128628555863,9,-0.05270462766947298,0
baseline_takeover_02,clip_patch_nearest_mean,23,0.39592087329763026,9,0.10540925533894596,1
baseline_takeover_02,clip_patch_nearest_p10,23,0.4240052259017874,9,0.3689323936863109,1
baseline_takeover_02,clip_patch_mutual_nearest_fraction,23,0.2174239756622066,9,0.1323140310062408,1
baseline_takeover_02,dino_global_cosine,23,0.033564226283017105,9,-0.42163702135578385,0
baseline_takeover_02,dino_patch_nearest_mean,23,0.06164857888717427,9,0.15811388300841894,1
baseline_takeover_02,dino_patch_nearest_p10,23,0.051373815739311886,9,-0.10540925533894596,0
baseline_takeover_02,dino_patch_mutual_nearest_fraction,23,-0.14691362084199552,9,0.10585122480499264,0
style_gain_if_valid,content_canny_density,20,0.19167386230079983,9,-0.0447070555804791,0
style_gain_if_valid,content_lsd_line_density,20,-0.24316833276967145,9,-0.053648466696574915,1
style_gain_if_valid,content_lsd_length_mean,20,-0.4672646394397608,9,-0.38448067799212027,1
style_gain_if_valid,content_lsd_length_p90,20,-0.4520070185600951,9,-0.44707055580479094,1
style_gain_if_valid,content_lsd_orientation_entropy,20,0.33948206457256097,9,0.1788282223219164,1
style_gain_if_valid,content_lsd_orientation_max_share,20,-0.41958457419080564,9,-0.1788282223219164,1
style_gain_if_valid,reference_canny_density,20,0.10537218061767556,9,0.21964027974653355,1
style_gain_if_valid,reference_minus_content_canny_density,20,0.057637646979396905,9,0.23939782946951918,1
style_gain_if_valid,reference_div_content_canny_density,20,0.011155673608915529,9,0.1950648980862749,1
style_gain_if_valid,reference_lsd_line_density,20,-0.05150478783554545,9,0.2391638601684476,0
style_gain_if_valid,reference_minus_content_lsd_line_density,20,0.12085313076325156,9,0.07979927648983971,1
style_gain_if_valid,reference_div_content_lsd_line_density,20,0.15524979105740774,9,0.124132207873084,1
style_gain_if_valid,reference_lsd_length_mean,20,-0.11104243248947873,9,-0.21964027974653355,1
style_gain_if_valid,reference_minus_content_lsd_length_mean,20,0.09482322567578198,9,-0.14186538042638172,0
style_gain_if_valid,reference_div_content_lsd_length_mean,20,0.14037555957885373,9,-0.20393148436292374,0
style_gain_if_valid,reference_lsd_length_p90,20,-0.11104243248947873,9,-0.21964027974653355,1
style_gain_if_valid,reference_minus_content_lsd_length_p90,20,0.09482322567578198,9,-0.14186538042638172,0
style_gain_if_valid,reference_div_content_lsd_length_p90,20,0.14037555957885373,9,-0.20393148436292374,0
style_gain_if_valid,reference_lsd_orientation_entropy,20,0.1119874744681126,9,-0.0439280559493067,0
style_gain_if_valid,reference_minus_content_lsd_orientation_entropy,20,-0.2881882348969845,9,-0.28373076085276344,1
style_gain_if_valid,reference_div_content_lsd_orientation_entropy,20,-0.2881882348969845,9,-0.28373076085276344,1
style_gain_if_valid,reference_lsd_orientation_max_share,20,-0.07324075334412425,9,0.2391638601684476,0
style_gain_if_valid,reference_minus_content_lsd_orientation_max_share,20,0.2881882348969845,9,0.248264415746168,1
style_gain_if_valid,reference_div_content_lsd_orientation_max_share,20,0.2277616695153587,9,0.248264415746168,1
style_gain_if_valid,lab_mean_distance,20,-0.1264309675677093,9,-0.17733172553297716,1
style_gain_if_valid,lab_std_distance,20,-0.10504925981728788,9,0.11526562159643515,0
style_gain_if_valid,contrast_abs_difference,20,-0.1738425804056003,9,0.04433293138324429,0
style_gain_if_valid,log_laplacian_variance_ratio,20,0.204520682830118,9,0.28373076085276344,1
style_gain_if_valid,high_frequency_abs_difference,20,-0.2984142690384904,9,-0.5674615217055269,1
style_gain_if_valid,color_histogram_distance,20,0.20730960123234693,9,-0.1684651392563283,0
style_gain_if_valid,orientation_distribution_js,20,-0.1840686145471062,9,-0.248264415746168,1
style_gain_if_valid,rgb_patch_nearest_cosine_mean,20,-0.35140371868083914,9,-0.4521959001090917,1
style_gain_if_valid,rgb_patch_nearest_cosine_p10,20,-0.394167134181682,9,-0.4521959001090917,1
style_gain_if_valid,rgb_patch_mutual_nearest_fraction,20,-0.24317879580585233,9,-0.1788282223219164,1
style_gain_if_valid,clip_global_cosine,20,0.22683203004794908,9,-0.1684651392563283,0
style_gain_if_valid,clip_patch_nearest_mean,20,0.244495179928732,9,0.34579686478930544,1
style_gain_if_valid,clip_patch_nearest_p10,20,0.18499825401451586,9,0.08866586276648858,1
style_gain_if_valid,clip_patch_mutual_nearest_fraction,20,0.5619717277355973,9,0.7078491507150851,1
style_gain_if_valid,dino_global_cosine,20,0.2788918402228882,9,0.5142620040456337,1
style_gain_if_valid,dino_patch_nearest_mean,20,0.33188128986523696,9,0.744793247238504,1
style_gain_if_valid,dino_patch_nearest_p10,20,0.35326299761565844,9,0.6561273844720155,1
style_gain_if_valid,dino_patch_mutual_nearest_fraction,20,0.049904849120448916,9,0.16471961368841603,1
incremental_takeover_max,content_canny_density,23,0.27268638122569144,9,0.552344770738994,1
incremental_takeover_max,content_lsd_line_density,23,-0.1201186355712336,9,-0.552344770738994,1
incremental_takeover_max,content_lsd_length_mean,23,-0.3182289918688132,9,-0.552344770738994,1
incremental_takeover_max,content_lsd_length_p90,23,-0.3239218181992034,9,-0.552344770738994,1
incremental_takeover_max,content_lsd_orientation_entropy,23,0.26016216329883296,9,0.552344770738994,1
incremental_takeover_max,content_lsd_orientation_max_share,23,-0.2795177728221597,9,-0.41425857805424554,1
incremental_takeover_max,reference_canny_density,23,-0.4904773264853182,9,0.30151134457776363,0
incremental_takeover_max,reference_minus_content_canny_density,23,-0.49147318718299043,9,-0.13693063937629152,1
incremental_takeover_max,reference_div_content_canny_density,23,-0.5227487536400899,9,-0.13693063937629152,1
incremental_takeover_max,reference_lsd_line_density,23,0.27021667523959664,9,0.0,0
incremental_takeover_max,reference_minus_content_lsd_line_density,23,0.1440910026059222,9,0.5477225575051661,1
incremental_takeover_max,reference_div_content_lsd_line_density,23,0.18765339874259634,9,0.5477225575051661,1
incremental_takeover_max,reference_lsd_length_mean,23,0.4654993144883807,9,-0.30151134457776363,0
incremental_takeover_max,reference_minus_content_lsd_length_mean,23,0.5417374904176145,9,0.13693063937629152,1
incremental_takeover_max,reference_div_content_lsd_length_mean,23,0.5417374904176145,9,0.5477225575051661,1
incremental_takeover_max,reference_lsd_length_p90,23,0.4654993144883807,9,-0.30151134457776363,0
incremental_takeover_max,reference_minus_content_lsd_length_p90,23,0.5607262271951391,9,0.13693063937629152,1
incremental_takeover_max,reference_div_content_lsd_length_p90,23,0.5607262271951391,9,0.5477225575051661,1
incremental_takeover_max,reference_lsd_orientation_entropy,23,0.20209482433885798,9,0.15075567228888181,1
incremental_takeover_max,reference_minus_content_lsd_orientation_entropy,23,-0.2267478568139706,9,-0.5477225575051661,1
incremental_takeover_max,reference_div_content_lsd_orientation_entropy,23,-0.2267478568139706,9,-0.5477225575051661,1
incremental_takeover_max,reference_lsd_orientation_max_share,23,-0.401918920314358,9,0.0,0
incremental_takeover_max,reference_minus_content_lsd_orientation_max_share,23,0.08489082324069835,9,0.4107919181288746,1
incremental_takeover_max,reference_div_content_lsd_orientation_max_share,23,-0.03350953548974935,9,0.4107919181288746,0
incremental_takeover_max,lab_mean_distance,23,0.005584922581624892,9,0.13693063937629152,1
incremental_takeover_max,lab_std_distance,23,-0.35408409167501814,9,-0.4107919181288746,1
incremental_takeover_max,contrast_abs_difference,23,-0.25802342327107,9,-0.4107919181288746,1
incremental_takeover_max,log_laplacian_variance_ratio,23,-0.15526084776917198,9,-0.13693063937629152,1
incremental_takeover_max,high_frequency_abs_difference,23,-0.1329211574426724,9,-0.13693063937629152,1
incremental_takeover_max,color_histogram_distance,23,0.27589517553226967,9,0.27386127875258304,1
incremental_takeover_max,orientation_distribution_js,23,-0.27701216004859464,9,-0.5477225575051661,1
incremental_takeover_max,rgb_patch_nearest_cosine_mean,23,-0.31163868005466894,9,-0.13693063937629152,1
incremental_takeover_max,rgb_patch_nearest_cosine_p10,23,-0.34291424651176833,9,-0.13693063937629152,1
incremental_takeover_max,rgb_patch_mutual_nearest_fraction,23,-0.016244502716492585,9,-0.06904309634237425,1
incremental_takeover_max,clip_global_cosine,23,0.04914731871829905,9,0.0,0
incremental_takeover_max,clip_patch_nearest_mean,23,0.04244541162034918,9,0.0,0
incremental_takeover_max,clip_patch_nearest_p10,23,0.1597287858344719,9,0.13693063937629152,1
incremental_takeover_max,clip_patch_mutual_nearest_fraction,23,0.18905442543806625,9,0.06875238727711584,1
incremental_takeover_max,dino_global_cosine,23,0.04803033420197406,9,-0.13693063937629152,0
incremental_takeover_max,dino_patch_nearest_mean,23,-0.13627211099164735,9,-0.13693063937629152,1
incremental_takeover_max,dino_patch_nearest_p10,23,-0.12621925034472256,9,-0.13693063937629152,1
incremental_takeover_max,dino_patch_mutual_nearest_fraction,23,-0.2871456564483331,9,-0.41251432366269514,1
incremental_nonzero_count,content_canny_density,23,0.2531678061826681,9,0.2960679368817968,1
incremental_nonzero_count,content_lsd_line_density,23,-0.1538543902524896,9,-0.0740169842204492,1
incremental_nonzero_count,content_lsd_length_mean,23,-0.288985759468962,9,-0.4441019053226951,1
incremental_nonzero_count,content_lsd_length_p90,23,-0.3226329277076016,9,-0.3793370441298021,1
incremental_nonzero_count,content_lsd_orientation_entropy,23,0.24448466599205135,9,0.37008492110224595,1
incremental_nonzero_count,content_lsd_orientation_max_share,23,-0.20215435756279498,9,-0.3608327980746898,1
incremental_nonzero_count,reference_canny_density,23,-0.5154648702811959,9,-0.27272727272727276,1
incremental_nonzero_count,reference_minus_content_canny_density,23,-0.528150535562408,9,-0.37616261975150656,1
incremental_nonzero_count,reference_div_content_canny_density,23,-0.5467848790550331,9,-0.4403855060505442,1
incremental_nonzero_count,reference_lsd_line_density,23,0.3574430937750445,9,0.21212121212121213,1
incremental_nonzero_count,reference_minus_content_lsd_line_density,23,0.24863538317302872,9,0.0642228862990377,1
incremental_nonzero_count,reference_div_content_lsd_line_density,23,0.2795151523893792,9,0.1284457725980754,1
incremental_nonzero_count,reference_lsd_length_mean,23,0.49165336971177587,9,0.27272727272727276,1
incremental_nonzero_count,reference_minus_content_lsd_length_mean,23,0.531877404260933,9,0.6330541649476573,1
incremental_nonzero_count,reference_div_content_lsd_length_mean,23,0.531877404260933,9,0.7981987297166114,1
incremental_nonzero_count,reference_lsd_length_p90,23,0.49165336971177587,9,0.27272727272727276,1
incremental_nonzero_count,reference_minus_content_lsd_length_p90,23,0.5489145183113332,9,0.6330541649476573,1
incremental_nonzero_count,reference_div_content_lsd_length_p90,23,0.538798731843908,9,0.7981987297166114,1
incremental_nonzero_count,reference_lsd_orientation_entropy,23,-0.017046869725834825,9,-0.27272727272727276,1
incremental_nonzero_count,reference_minus_content_lsd_orientation_entropy,23,-0.26301044815305397,9,-0.42203610996510493,1
incremental_nonzero_count,reference_div_content_lsd_orientation_entropy,23,-0.26301044815305397,9,-0.42203610996510493,1
incremental_nonzero_count,reference_lsd_orientation_max_share,23,-0.22918569298066824,9,0.21212121212121213,0
incremental_nonzero_count,reference_minus_content_lsd_orientation_max_share,23,0.09476894690535143,9,0.4679096001787032,1
incremental_nonzero_count,reference_div_content_lsd_orientation_max_share,23,0.015439884608175232,9,0.4679096001787032,1
incremental_nonzero_count,lab_mean_distance,23,0.06921327582975104,9,-0.1651445647689541,0
incremental_nonzero_count,lab_std_distance,23,-0.3082652823494296,9,0.0,0
incremental_nonzero_count,contrast_abs_difference,23,-0.14481546942840215,9,-0.2935903373670295,1
incremental_nonzero_count,log_laplacian_variance_ratio,23,-0.29176057811310435,9,-0.4312108080078246,1
incremental_nonzero_count,high_frequency_abs_difference,23,-0.07932906229717618,9,-0.28441563932430985,1
incremental_nonzero_count,color_histogram_distance,23,0.20710741767517812,9,0.2935903373670295,1
incremental_nonzero_count,orientation_distribution_js,23,-0.26354285796712895,9,-0.3578132236660672,1
incremental_nonzero_count,rgb_patch_nearest_cosine_mean,23,-0.41740929423480627,9,-0.4954336943068623,1
incremental_nonzero_count,rgb_patch_nearest_cosine_p10,23,-0.4147472451644313,9,-0.4403855060505442,1
incremental_nonzero_count,rgb_patch_mutual_nearest_fraction,23,-0.07208934619238819,9,-0.559753443167147,1
incremental_nonzero_count,clip_global_cosine,23,-0.15812571478027734,9,-0.4312108080078246,1
incremental_nonzero_count,clip_patch_nearest_mean,23,-0.07027809545790105,9,-0.13762047064079508,1
incremental_nonzero_count,clip_patch_nearest_p10,23,-0.0037268686985250554,9,-0.30276503540974914,1
incremental_nonzero_count,clip_patch_mutual_nearest_fraction,23,0.14893989440843244,9,-0.06449216582932459,0
incremental_nonzero_count,dino_global_cosine,23,0.00266204907037504,9,0.018349396085439344,1
incremental_nonzero_count,dino_patch_nearest_mean,23,-0.08465316043792627,9,-0.09174698042719673,1
incremental_nonzero_count,dino_patch_nearest_p10,23,-0.13736173203135207,9,-0.045873490213598364,1
incremental_nonzero_count,dino_patch_mutual_nearest_fraction,23,-0.24972362714836957,9,-0.6909874910284776,1
late_escalation,content_canny_density,23,0.26281332136921265,9,0.15032920560056579,1
late_escalation,content_lsd_line_density,23,-0.27629092759327484,9,-0.45098761680169736,1
late_escalation,content_lsd_length_mean,23,-0.43802220228202104,9,-0.9019752336033947,1
late_escalation,content_lsd_length_p90,23,-0.4514998085060833,9,-0.751646028002829,1
late_escalation,content_lsd_orientation_entropy,23,0.31672374626546146,9,0.5261522196019802,1
late_escalation,content_lsd_orientation_max_share,23,-0.27629092759327484,9,-0.6388991238024045,1
late_escalation,reference_canny_density,23,-0.3964715582106005,9,0.492365963917331,0
late_escalation,reference_minus_content_canny_density,23,-0.42310870827835606,9,0.4099457958749615,0
late_escalation,reference_div_content_canny_density,23,-0.47599729681315067,9,0.33541019662496846,0
late_escalation,reference_lsd_line_density,23,0.3158332751847156,9,-0.2461829819586655,0
late_escalation,reference_minus_content_lsd_line_density,23,0.3305536783424657,9,0.372677996249965,1
late_escalation,reference_div_content_lsd_line_density,23,0.37022011974356156,9,0.4472135954999579,1
late_escalation,reference_lsd_length_mean,23,0.3695921305353055,9,-0.492365963917331,0
late_escalation,reference_minus_content_lsd_length_mean,23,0.5553301796153425,9,-0.11180339887498948,0
late_escalation,reference_div_content_lsd_length_mean,23,0.5421080324816437,9,0.22360679774997896,1
late_escalation,reference_lsd_length_p90,23,0.3695921305353055,9,-0.492365963917331,0
late_escalation,reference_minus_content_lsd_length_p90,23,0.568552326749041,9,-0.11180339887498948,0
late_escalation,reference_div_content_lsd_length_p90,23,0.5421080324816437,9,0.22360679774997896,1
late_escalation,reference_lsd_orientation_entropy,23,-0.006719856918823735,9,0.6154574548966637,0
late_escalation,reference_minus_content_lsd_orientation_entropy,23,-0.3437758254761643,9,-0.29814239699997197,1
late_escalation,reference_div_content_lsd_orientation_entropy,23,-0.3437758254761643,9,-0.29814239699997197,1
late_escalation,reference_lsd_orientation_max_share,23,-0.1679964229705934,9,-0.2461829819586655,1
late_escalation,reference_minus_content_lsd_orientation_max_share,23,0.18511005987178078,9,0.4099457958749615,1
late_escalation,reference_div_content_lsd_orientation_max_share,23,0.10577717706958902,9,0.4099457958749615,1
late_escalation,lab_mean_distance,23,0.22477650127287668,9,0.11180339887498948,1
late_escalation,lab_std_distance,23,-0.42310870827835606,9,-0.7080881928749334,1
late_escalation,contrast_abs_difference,23,-0.31733153120876706,9,-0.7826237921249265,1
late_escalation,log_laplacian_variance_ratio,23,-0.22477650127287668,9,0.4099457958749615,0
late_escalation,high_frequency_abs_difference,23,-0.1983322070054794,9,-0.7826237921249265,1
late_escalation,color_histogram_distance,23,0.2908872369413698,9,0.521749194749951,1
late_escalation,orientation_distribution_js,23,-0.27766508980767124,9,-0.4472135954999579,1
late_escalation,rgb_patch_nearest_cosine_mean,23,-0.44955300254575337,9,-0.33541019662496846,1
late_escalation,rgb_patch_nearest_cosine_p10,23,-0.462775149679452,9,-0.4099457958749615,1
late_escalation,rgb_patch_mutual_nearest_fraction,23,-0.11935366540702752,9,-0.13153805490049505,1
late_escalation,clip_global_cosine,23,-0.10577717706958902,9,0.29814239699997197,0
late_escalation,clip_patch_nearest_mean,23,-0.06611073566849314,9,0.22360679774997896,0
late_escalation,clip_patch_nearest_p10,23,0.07933288280219176,9,0.2608745973749755,1
late_escalation,clip_patch_mutual_nearest_fraction,23,0.21250138159730958,9,0.3555285645684319,1
late_escalation,dino_global_cosine,23,0.026444294267397254,9,0.037267799624996496,1
late_escalation,dino_patch_nearest_mean,23,-0.11899932420328767,9,-0.037267799624996496,1
late_escalation,dino_patch_nearest_p10,23,-0.06611073566849314,9,-0.037267799624996496,1
late_escalation,dino_patch_mutual_nearest_fraction,23,-0.09938731952470488,9,-0.37424059428255996,1
